Unit,sievert,sievert,Sv,The sievert is a unit of dose equivalent defined as joule divided by kilogram = square metre divided by second squared.,dose
Unit,katal,katal,kat,The katal is a unit of catalytic activity defined as mole divided by second.,activity
Unit,kayser,kayser,,The kayser is a unit of wavenumber defined as 100 reciprocal metre.,wavenumber
Unit,day,day,d,The day is a unit of time defined as 86400 second.,time
Unit,hour,hour,h,The hour is a unit of time defined as 3600 second.,time
Unit,minute-Time,minute,min,The minute (time) is a unit of time defined as 60 second.,time
Unit,year,year,a,The year is a unit of time defined as 31556952 second.,time
Unit,shake,shake,,The shake is a unit of time defined as 1.0e-8 second.,time
Unit,day-Sidereal,day (sidereal),,The sidereal day is a unit of time defined as 8.616409e4 second.,time
Unit,hour-Sidereal,hour (sidereal),,,time
Unit,minute-Sidereal,minute (sidereal),,The sidereal minute is a unit of time defined as 5.983617e1 second.,time
Unit,second-Sidereal,second (sidereal),,The sidereal second is a unit of time defined as 9.972696e-1 second.,time
Unit,year-Sidereal,year (sidereal),,The sidereal year is a unit of time defined as 3.155815e7 second.,time
Unit,year-Tropical,year (tropical),,The tropical year is a unit of time defined as 3.155693e7 second.,time
Unit,knot-International,knot (international),,The international knot is a unit of speed defined as nautical mile per hour.,speed
Unit,month,month,,The month is a unit of time.,time
Unit,week,week,,The week is a unit of time defined as 6.04800e5 second.,time
Unit,carat-Mass,carat (mass),,The carat (mass) is a unit of mass defined as 2.0e-4 kilogram.,mass
Unit,grain,grain,gr,The grain is a unit of mass defined as 6.479891e-5 kilogram.,mass
Unit,hundredweight-British,hundredweight (British),,The British hundredweight is a unit of mass defined as 5.080235e1 kilogram.,mass
Unit,hundredweight-US,hundredweight (US),,The US hundredweight is a unit of mass defined as 4.535924e1 kilogram.,mass
Unit,InternationalUnit,International Unit,IU,,
Unit,milligramRAE,milligram RAE,,,
Unit,ounceApothecaries,ounce (apothecaries'),oz (ap.),The apothecaries' ounce is a unit of mass defined as 3.110348e-2 kilogram.,mass
Unit,ounceAvoirdupois,ounce (avoirdupois),oz,The avoirdupois ounce is a unit of mass defined as 2.834952e-2 kilogram.,mass
Unit,pennyweight-Troy,pennyweight (Troy),dwt,The Troy pennyweight is a unit of mass defined as 1.555174e-3 kilogram.,mass
Unit,poundApothecaries,pound (apthecaries'),lb,The apothecaries' pound is a unit of mass defined as 3.732417e-1 kilogram.,mass
Unit,poundAvoirdupois,pound (avoirdupois),lb,The avoirdupois pound is a unit of mass defined as 4.535924e-1 kilogram.,mass
Unit,slug,slug,slug,The slug is a unit of mass defined as 1.459390e1 kilogram.,mass
Unit,solarMass,solar mass,M_☉,Solar mass is a unit used in astronomy to denote stellar or galactic masses (http://en.wikipedia.org/wiki/SolarMass).,astronomy
Unit,ton-ShortAssay,ton (short assay),,The short assay ton is a unit of mass defined as 2.916667e-2 kilogram.,mass
Unit,ton-Long,ton (long),,The long ton is a unit of mass defined as 1.016047e3 kilogram.,mass
Unit,ton-Short,ton (short),,The short ton is a unit of mass defined as 9.071847e2 kilogram.,mass
Unit,tonne,tonne,t,The tonne is a unit of mass defined as 1000 kilogram.,mass
Unit,unifiedAtomicMassUnit,unified atomic mass unit,u,The unified atomic mass unit is a unit of mass defined as 1.660538782(83)e-27 kilogram.,mass
Unit,one,one,1,Unit one is a unit of dimension one.,one
Unit,percent,percent,%,The percent is a unit of dimension one defined as 1/100.,one
Unit,partsPerMillion,parts per million,ppm,Parts per million is a unit of dimension one defined as 1/1 000 000.,one
Unit,halfDozen,half dozen,,Half dozen is a unit of dimension one defined as 6.,one
Unit,dozen,dozen,,Dozen is a unit of dimension one defined as 12.,one
Unit,hundredCount,hundred count,,Hundred count is a unit of dimension one defined as 100.,one
Unit,gross,gross,,Gross is a unit of dimension one defined as 144.,one
Unit,thousandPiece,thousand piece,,Thousand is a unit of dimension one defined as 1000.,one
Unit,kip,kip,,The kip is a unit of force defined as 4.448222e3 newton.,force
Unit,poundal,poundal,,The poundal is a unit of force defined as 1.382550e-1 newton.,force
Unit,pound-Force,pound-force,lbf,The pound-force is a unit of force defined as 4.448222 newton.,force
Unit,ton-Force-Short,ton-force (short),,The short ton-force is a unit of force defined as 8.896443e3 newton.,force
Unit,atmosphere-Standard,atmosphere (standard),atm,The standard atmosphere is a unit of pressure defined as 1.01325e5 pascal.,pressure
Unit,atmosphere-Technical,atmosphere (technical),at,The technical atmosphere is a unit of pressure defined as 9.80665e4 pascal.,pressure
Unit,bar,bar,bar,The bar is a unit of pressure defined as 100 000 pascal.,pressure
Unit,barye,barye,ba,The barye is a unit of pressure defined as 0.1 pascal.,pressure
Unit,metreOfMercury,metre of mercury,m Hg,The metre of mercury is a unit of pressure defined as 133 322 pascal.,pressure
Unit,torr,torr,Torr,The torr is a unit of pressure defined as 1.333224e2 pascal.,pressure
Unit,BritishThermalUnit-39F,British thermal unit (39 °F),Btu,,energy
Unit,BritishThermalUnit-59F,British thermal unit (59 °F),Btu,,energy
Unit,BritishThermalUnit-60F,British thermal unit (60 °F),Btu,,energy
Unit,BritishThermalUnit-InternationalTable,British thermal unit (International Table),Btu_IT,,energy
Unit,BritishThermalUnit-Mean,British thermal unit (mean),Btu,,energy
Unit,BritishThermalUnit-Thermochemical,British thermal unit (thermochemical),Btu_th,,energy
Unit,calorie-15C,calorie (15 °C),cal_15,,energy
Unit,calorie-20C,calorie (20 °C),cal_20,,energy
Unit,calorie-InternationalTable,calorie (International Table),cal_IT,,energy
Unit,calorie-Mean,calorie (mean),cal,The mean calorie is a unit of energy defined as 4.19002 joule.,energy
Unit,calorie-Thermochemical,calorie (thermochemical),cal_th,,energy
Unit,electronvolt,electronvolt,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.,energy
Unit,footPoundal,foot poundal,,The foot poundal is a unit of energy defined as 4.214011e-2 joule.,energy
Unit,quad,quad,,The quad is a unit of energy defined as 1.0e15 British thermal unit (International Table).,energy
Unit,therm-EC,therm (EC),,The EC therm is a unit of energy defined as 1.05506e8 joule.,energy
Unit,therm-US,therm (US),,The US therm is a unit of energy defined as 1.054804e8 joule.,energy
Unit,tonOfTNT,ton of TNT,,The ton of TNT is a unit of energy defined as 4.184e9 joule.,energy
Unit,horsepower-Boiler,horsepower (boiler),,The boiler horsepower is a unit of power defined as 9.80950e3 watt.,power
Unit,horsepower-British,horsepower (British),,The British horsepower is a unit of power defined as 7.4570e2 watt.,power
Unit,horsepower-Electric,horsepower (electric),,The electric horsepower is a unit of power defined as 7.46e2 watt.,power
Unit,horsepower-Metric,horsepower (metric),PS,The metric horsepower is a unit of power defined as 7.354988e2 watt.,power
Unit,horsepower-Water,horsepower (water),,The water horsepower is a unit of power defined as 7.46043e2 watt.,power
Unit,kilocalorie-MeanPerDay,kilocalorie (mean) per day,kcal/d,,energy
Unit,solarLuminosity,solar luminosity,L_☉,Solar luminosity is a unit used in astronomy to denote stellar or galactic radiant fluxes (http://en.wikipedia.org/wiki/SolarLuminosity).,astronomy
Unit,tonOfRefrigeration,ton of refrigeration,,The ton of refrigeration is a unit of power defined as 3.516853e3 watt.,power
Unit,rhe,rhe,,The rhe is a unit of fluidity defined as 10 reciprocal pascal second (time).,fluidity
Unit,degreeFahrenheit,degree Fahrenheit,°F,The degree Fahrenheit is a unit of temperature defined as 5.555556e-1 kelvin.,temperature
Unit,degreeRankine,degree Rankine,°R,The degree Rankine is a unit of temperature defined as 5.555556e-1 kelvin.,temperature
Unit,degreeReaumur,degree Réaumur ,°Ré,The degree Réaumur  is a unit of temperature defined as 1.25 kelvin.,temperature
Unit,faraday,faraday,,The faraday is a unit of electric charge defined as 9.648531e4 coulomb.,electricity
Unit,mho,mho,,The mho is a unit of electrical conductance defined as 1 siemens.,electricity
Unit,unitPole,unit pole,,The unit pole is a unit of magnetic flux defined as 1.256637e-7 weber.,magnetism
Unit,gamma,gamma,γ,The gamma is a unit of magnetic flux density defined as 1.0e-9 tesla.,magnetism
Unit,debye,debye,D,The debye is a unit of electric dipole moment defined as 3.33564e-30 coulomb metre.,electricity
Unit,molar,molar,M,Molar is a unit of amount of substance concentration defined as 1 mole per litre.,concentration
Unit,amylaseUnit,amylase unit,AU,The amylase unit is a unit of catalytic activity.,activity
Unit,deltaA450,delta A450,,,
Unit,footlambert,footlambert,,The footlambert is a unit of luminance defined as 3.426259 candela per square metre.,luminance
Unit,lambert,lambert,,The lambert is a unit of luminance defined as 3.183099e3 candela per square metre.,luminance
Unit,footcandle,footcandle,,The footcandle is a unit of illuminance defined as 1.076391e1 lux.,luminance
Unit,rad,rad,rad,The rad is a unit of absorbed dose defined as 1.0e-2 gray.,dose
Unit,rem,rem,rem,The rem is a unit of dose equivalent defined as 1.0e-2 sievert.,dose
Unit,curie,curie,Ci,The curie is a unit of activity defined as 3.7e10 becquerel.,activity
Unit,röntgen,röntgen,R,The röntgen is a unit of exposure to x and Î³ rays defined as 2.58e-4 coulomb per kilogram.,exposure
Unit,hour-HourAngle,hour (hour angle),h,,
Unit,jansky,jansky,Jy,,
Unit,magnitude,magnitude,mag,,
Unit,minute-HourAngle,minute (hour angle),m,,
Unit,second-HourAngle,second (hour angle),s,,
Unit,darcy,darcy,,The darcy is a unit of area defined as 9.869233e-13 square metre.,
Unit,perm-0C,perm (0 °C),,The 0 °C perm is a unit of permeance defined as 5.72135e-11 kilogram per pascal second (time) square metre.,
Unit,perm-23C,perm (23 °C),,The 23 °C  perm is a unit of permeance defined as 5.74525e-11 kilogram per pascal second (time) square metre.,
Unit,colonyFormingUnit,colony forming unit,CFU,,
Unit,bel,bel,B,,
Unit,bit,bit,bit,The bit is a unit of information capacity defined as the information capacity of one binary digit.,information
