type,unit,label,labelLang,symbol,definition
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne,tonne,en,t,The tonne is a unit of mass defined as 1000 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne,ton,nl,t,The tonne is a unit of mass defined as 1000 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne,ton,nl,t,The tonne is a unit of mass defined as 1000 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne,公吨,zh,t,The tonne is a unit of mass defined as 1000 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonne,公吨,zh,t,The tonne is a unit of mass defined as 1000 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/unifiedAtomicMassUnit,unified atomic mass unit,en,u,The unified atomic mass unit is a unit of mass defined as 1.660538782(83)e-27 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/unifiedAtomicMassUnit,unified atomic mass unit,en,u,The unified atomic mass unit is a unit of mass defined as 1.660538782(83)e-27 kilogram.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/one,one,en,1,Unit one is a unit of dimension one.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/one,one,en,1,Unit one is a unit of dimension one.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,percent,en,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,percent,en,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,procent,nl,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,procent,nl,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,百分,zh,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/percent,百分,zh,%,The percent is a unit of dimension one defined as 1/100.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/partsPerMillion,parts per million,en,ppm,Parts per million is a unit of dimension one defined as 1/1 000 000.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/partsPerMillion,parts per million,en,ppm,Parts per million is a unit of dimension one defined as 1/1 000 000.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/halfDozen,half dozen,en,,Half dozen is a unit of dimension one defined as 6.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/halfDozen,half dozen,en,,Half dozen is a unit of dimension one defined as 6.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/dozen,dozen,en,,Dozen is a unit of dimension one defined as 12.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/dozen,dozen,en,,Dozen is a unit of dimension one defined as 12.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/hundredCount,hundred count,en,,Hundred count is a unit of dimension one defined as 100.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/hundredCount,hundred count,en,,Hundred count is a unit of dimension one defined as 100.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/gross,gross,en,,Gross is a unit of dimension one defined as 144.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/gross,gross,en,,Gross is a unit of dimension one defined as 144.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/thousandPiece,thousand piece,en,,Thousand is a unit of dimension one defined as 1000.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/thousandPiece,thousand piece,en,,Thousand is a unit of dimension one defined as 1000.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/kip,kip,en,,The kip is a unit of force defined as 4.448222e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/kip,kip,en,,The kip is a unit of force defined as 4.448222e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/kip,kip,nl,,The kip is a unit of force defined as 4.448222e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/kip,kip,nl,,The kip is a unit of force defined as 4.448222e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/poundal,poundal,en,,The poundal is a unit of force defined as 1.382550e-1 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/poundal,poundal,en,,The poundal is a unit of force defined as 1.382550e-1 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/pound-Force,pound-force,en,lbf,The pound-force is a unit of force defined as 4.448222 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/pound-Force,pound-force,en,lbf,The pound-force is a unit of force defined as 4.448222 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/ton-Force-Short,ton-force (short),en,,The short ton-force is a unit of force defined as 8.896443e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/ton-Force-Short,ton-force (short),en,,The short ton-force is a unit of force defined as 8.896443e3 newton.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Standard,atmosphere (standard),en,atm,The standard atmosphere is a unit of pressure defined as 1.01325e5 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Standard,atmosphere (standard),en,atm,The standard atmosphere is a unit of pressure defined as 1.01325e5 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Standard,atmosfeer (standaard),nl,atm,The standard atmosphere is a unit of pressure defined as 1.01325e5 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Standard,atmosfeer (standaard),nl,atm,The standard atmosphere is a unit of pressure defined as 1.01325e5 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Technical,atmosphere (technical),en,at,The technical atmosphere is a unit of pressure defined as 9.80665e4 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/atmosphere-Technical,atmosphere (technical),en,at,The technical atmosphere is a unit of pressure defined as 9.80665e4 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,bar,en,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,bar,en,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,bar,nl,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,bar,nl,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,巴（压力计量单位）,zh,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/bar,巴（压力计量单位）,zh,bar,The bar is a unit of pressure defined as 100 000 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/barye,barye,en,ba,The barye is a unit of pressure defined as 0.1 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/barye,barye,en,ba,The barye is a unit of pressure defined as 0.1 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/barye,barye,nl,ba,The barye is a unit of pressure defined as 0.1 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/barye,barye,nl,ba,The barye is a unit of pressure defined as 0.1 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/metreOfMercury,metre of mercury,en,m Hg,The metre of mercury is a unit of pressure defined as 133 322 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/metreOfMercury,metre of mercury,en,m Hg,The metre of mercury is a unit of pressure defined as 133 322 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/metreOfMercury,meter kwik,nl,m Hg,The metre of mercury is a unit of pressure defined as 133 322 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/metreOfMercury,meter kwik,nl,m Hg,The metre of mercury is a unit of pressure defined as 133 322 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/torr,torr,en,Torr,The torr is a unit of pressure defined as 1.333224e2 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/torr,torr,en,Torr,The torr is a unit of pressure defined as 1.333224e2 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/torr,torr,nl,Torr,The torr is a unit of pressure defined as 1.333224e2 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/torr,torr,nl,Torr,The torr is a unit of pressure defined as 1.333224e2 pascal.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-39F,British thermal unit (39 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-39F,British thermal unit (39 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-39F,英国热力单位（39°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-39F,英国热力单位（39°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-59F,British thermal unit (59 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-59F,British thermal unit (59 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-59F,英国热力单位（59°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-59F,英国热力单位（59°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-60F,British thermal unit (60 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-60F,British thermal unit (60 °F),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-60F,英国热力单位（60°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-60F,英国热力单位（60°F）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-InternationalTable,British thermal unit (International Table),en,Btu_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-InternationalTable,British thermal unit (International Table),en,Btu_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-InternationalTable,英国热力单位（国际表）,zh,Btu_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-InternationalTable,英国热力单位（国际表）,zh,Btu_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Mean,British thermal unit (mean),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Mean,British thermal unit (mean),en,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Mean,英国热力单位（平均）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Mean,英国热力单位（平均）,zh,Btu,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Thermochemical,British thermal unit (thermochemical),en,Btu_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Thermochemical,British thermal unit (thermochemical),en,Btu_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Thermochemical,英国热力单位（热力化学）,zh,Btu_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/BritishThermalUnit-Thermochemical,英国热力单位（热力化学）,zh,Btu_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-15C,calorie (15 °C),en,cal_15,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-15C,calorie (15 °C),en,cal_15,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-15C,calorie (15 °C),nl,cal_15,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-15C,calorie (15 °C),nl,cal_15,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-20C,calorie (20 °C),en,cal_20,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-20C,calorie (20 °C),en,cal_20,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-20C,calorie (20 °C),nl,cal_20,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-20C,calorie (20 °C),nl,cal_20,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-InternationalTable,calorie (International Table),en,cal_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-InternationalTable,calorie (International Table),en,cal_IT,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Mean,calorie (mean),en,cal,The mean calorie is a unit of energy defined as 4.19002 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Mean,calorie (mean),en,cal,The mean calorie is a unit of energy defined as 4.19002 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Thermochemical,calorie (thermochemical),en,cal_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/calorie-Thermochemical,calorie (thermochemical),en,cal_th,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,electronvolt,en,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,electronvolt,en,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,electronvolt,nl,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,electronvolt,nl,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,电子伏特,zh,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/electronvolt,电子伏特,zh,eV,The electronvolt is a unit of energy defined as 1.602177e-19 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/footPoundal,foot poundal,en,,The foot poundal is a unit of energy defined as 4.214011e-2 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/footPoundal,foot poundal,en,,The foot poundal is a unit of energy defined as 4.214011e-2 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/quad,quad,en,,The quad is a unit of energy defined as 1.0e15 British thermal unit (International Table).
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/quad,quad,en,,The quad is a unit of energy defined as 1.0e15 British thermal unit (International Table).
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/therm-EC,therm (EC),en,,The EC therm is a unit of energy defined as 1.05506e8 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/therm-EC,therm (EC),en,,The EC therm is a unit of energy defined as 1.05506e8 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/therm-US,therm (US),en,,The US therm is a unit of energy defined as 1.054804e8 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/therm-US,therm (US),en,,The US therm is a unit of energy defined as 1.054804e8 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonOfTNT,ton of TNT,en,,The ton of TNT is a unit of energy defined as 4.184e9 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonOfTNT,ton of TNT,en,,The ton of TNT is a unit of energy defined as 4.184e9 joule.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Boiler,horsepower (boiler),en,,The boiler horsepower is a unit of power defined as 9.80950e3 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Boiler,horsepower (boiler),en,,The boiler horsepower is a unit of power defined as 9.80950e3 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-British,horsepower (British),en,,The British horsepower is a unit of power defined as 7.4570e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-British,horsepower (British),en,,The British horsepower is a unit of power defined as 7.4570e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Electric,horsepower (electric),en,,The electric horsepower is a unit of power defined as 7.46e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Electric,horsepower (electric),en,,The electric horsepower is a unit of power defined as 7.46e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Metric,horsepower (metric),en,PS,The metric horsepower is a unit of power defined as 7.354988e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Metric,horsepower (metric),en,PS,The metric horsepower is a unit of power defined as 7.354988e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Water,horsepower (water),en,,The water horsepower is a unit of power defined as 7.46043e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/horsepower-Water,horsepower (water),en,,The water horsepower is a unit of power defined as 7.46043e2 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/kilocalorie-MeanPerDay,kilocalorie (mean) per day,en,kcal/d,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilocalorie-MeanPerDay,kilocalorie (mean) per day,en,kcal/d,
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/solarLuminosity,solar luminosity,en,L_☉,Solar luminosity is a unit used in astronomy to denote stellar or galactic radiant fluxes (http://en.wikipedia.org/wiki/SolarLuminosity).
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/solarLuminosity,solar luminosity,en,L_☉,Solar luminosity is a unit used in astronomy to denote stellar or galactic radiant fluxes (http://en.wikipedia.org/wiki/SolarLuminosity).
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonOfRefrigeration,ton of refrigeration,en,,The ton of refrigeration is a unit of power defined as 3.516853e3 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/tonOfRefrigeration,ton of refrigeration,en,,The ton of refrigeration is a unit of power defined as 3.516853e3 watt.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/rhe,rhe,en,,The rhe is a unit of fluidity defined as 10 reciprocal pascal second (time).
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/rhe,rhe,en,,The rhe is a unit of fluidity defined as 10 reciprocal pascal second (time).
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/rhe,rhe,nl,,The rhe is a unit of fluidity defined as 10 reciprocal pascal second (time).
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/rhe,rhe,nl,,The rhe is a unit of fluidity defined as 10 reciprocal pascal second (time).
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeFahrenheit,degree Fahrenheit,en,°F,The degree Fahrenheit is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeFahrenheit,degree Fahrenheit,en,°F,The degree Fahrenheit is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeFahrenheit,graad Fahrenheit,nl,°F,The degree Fahrenheit is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeFahrenheit,graad Fahrenheit,nl,°F,The degree Fahrenheit is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeRankine,degree Rankine,en,°R,The degree Rankine is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/SingularUnit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeRankine,degree Rankine,en,°R,The degree Rankine is a unit of temperature defined as 5.555556e-1 kelvin.
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeRankine,graad Rankine,nl,°R,The degree Rankine is a unit of temperature defined as 5.555556e-1 kelvin.
